OBJECTID,CREEK_NAME,MUNI,COUNTY,WATERSHED,SUBSHED,LABEL,SEGMENT_ID,REACH_ID,INF1,INF2,INF3,INF4,INF_ID,SOURCE,GNIS_NAME,GNIS_ID,MON_ID,RESTORATION_ID,ORDER_SHREVE,ORDER_STRAHLER,UREACHID,FACILITYID,EDITOR,EDIT_DATE,NOTES,RIVERMILE,Shape__Area,Shape__Length
6237,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,,,,,,,,,PPSC010,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,1283.16015625,369.91725455065
6238,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,,Channelized,Left Bank Channelized,,,,,,PPSC010,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,164.1484375,54.0507720191187
6239,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,,,,,,,,,PPSC010,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,517.21484375,152.854302376883
6240,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,Bridged,,,,,,,,PPSC010,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00,C,0,25.02734375,20.5675336362459
6241,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,,,,,,,,,PPSC010,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,242.68359375,85.7243517108302
6242,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,,,,,,,,,PP725,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,1374.5390625,363.725468231122
6243,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,Culverted,,,,,,,,PP725,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,36.40234375,24.1782641854458
6244,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,,,,,,,,,PP725,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,308.9140625,81.3653902262463
6245,Split-Rock Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_SRH,PPU_SRH,,,,,,,,,PPSC010,,,,,PPU_SRH,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,102.19140625,90.7387441597563
6246,Split-Rock Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_SRH,PPU_SRH,Culverted,,,,,,,,PPSC010,,,,,PPU_SRH,Mary Ellen McCarty,2014/05/27 00:00:00+00,C,0,107.49609375,96.4783591008757
6247,Split-Rock Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_SRH,PPU_SRH,,,,,,,,,PPSC010,,,,,PPU_SRH,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,266.95703125,168.898189567024
6248,Split-Rock Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_SRH,PPU_SRH,Culverted,,,,,,,,PPSC010,,,,,PPU_SRH,Mary Ellen McCarty,2014/05/27 00:00:00+00,C,0,12.91015625,14.4939506215684
6249,Split-Rock Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_SRH,PPU_SRH,Culverted,,,,,,,,PPSC010,,,,,PPU_SRH,Mary Ellen McCarty,2014/05/27 00:00:00+00,C,0,80.75,47.2813688268237
6250,Split-Rock Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_SRH,PPU_SRH,,,,,,,,,PPSC010,,,,,PPU_SRH,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,56.1171875,38.761302853602
6251,Split-Rock Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_SRH,PPU_SRH,Culverted,,,,,,,,PPSC010,,,,,PPU_SRH,Mary Ellen McCarty,2014/05/27 00:00:00+00,C,0,29.4765625,25.2842359425764
6252,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,,Channelized,Left Bank and Bottom Channelized,,,,,,PPSC010,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,27.45703125,25.6315639765207
6253,Sedden's Run,Philadelphia,,Pennypack Creek,,,PPMSF01,PPMSF02,,,,,,,,,PPSC010,,,,,PPMSF01,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,851.01171875,222.455098177613
6254,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS63,PPMS62,,,,,,,,,PP725,,,,,PPMS63,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,7789.76171875,454.918756807256
6255,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS63,PPMS62,,,,,,,,,PP725,,,,,PPMS63,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,1551.6484375,174.425856338772
6256,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS64,,Channelized,Left Bank Channelized,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,837.8984375,115.16216871594
6257,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS64,,,,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,516.71484375,99.5567893928824
6258,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS64,Bridged,,,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,431.16796875,92.8335513900484
6259,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS64,,,,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,834.30859375,114.226825770693
6260,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,,,,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,1433.98046875,161.530102864463
6261,Krewstown Creek,Philadelphia,,Pennypack Creek,,,PPU_KC,PPU_KC,,,,,,,,,PP690,,,,,PPU_KC,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,83.4375,67.8895578681696
6262,Krewstown Creek,Philadelphia,,Pennypack Creek,,,PPU_KC,PPU_KC,Culverted,,,,,,,,PP690,,,,,PPU_KC,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,33.15625,36.4958216041047
6263,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,,Channelized,Right Bank Channelized,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,537.23046875,94.7545314508525
6264,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,Bridged,Channelized,Right Bank Channelized,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,346.13671875,76.9894081882424
6265,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,,Channelized,Right Bank Channelized,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,1253.08203125,145.719247216323
6266,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,,,,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,1054.45703125,140.565125916451
6267,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,Null,Channelized,Both Banks Channelized,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,699.8671875,108.105751344293
6268,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS59,PPMS60,,Channelized,Right Bank Channelized,,,,,,PP860,,,,,PPMS59,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,517.9609375,91.5372859781103
6269,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,,,,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,4933.44921875,425.932385015758
6270,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,,Channelized,Left Bank Channelized,,,,,,PP690,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,281.9609375,71.3879833873139
6271,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,739.9453125,113.391925851392
6272,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,,,,,,,,,PP490,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,2572.2734375,248.881806045913
6273,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS65,PPMS66,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPMS65,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,2639.6875,239.543000458974
6274,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS66,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,2526.2890625,240.590155738876
6275,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS66,,,,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,2321.50390625,252.293118934228
6276,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS66,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,864.15625,123.515588667885
6277,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS66,,,,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,4089.30859375,360.537092853796
6278,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS68,Bridged,Channelized,Both Banks Channelized,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,681.9609375,111.059758511948
6279,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS68,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,531.17578125,91.0069214332459
6280,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS68,,,,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,521.52734375,91.9876838929974
6281,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS68,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,791.16015625,119.738635947053
6282,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS68,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,695.09765625,104.792617455556
6283,Krewstown Creek,Philadelphia,,Pennypack Creek,,,PPU_KC,PPU_KC,,,,,,,,,PP690,,,,,PPU_KC,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,318.38671875,218.90054599538
6284,Krewstown Creek,Philadelphia,,Pennypack Creek,,,PPU_KC,PPU_KC,,,,,,,,,PP690,,,,,PPU_KC,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,340.0078125,219.629698787165
6285,Krewstown Creek,Philadelphia,,Pennypack Creek,,,PPU_KC,PPU_KC,,,,,,,,,PP690,,,,,PPU_KC,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,364.0078125,220.581818603152
6286,Krewstown Creek,Philadelphia,,Pennypack Creek,,,PPU_KC,PPU_KC,,,,,,,,,PP690,,,,,PPU_KC,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,358.0703125,220.110560057631
6287,Krewstown Creek,Philadelphia,,Pennypack Creek,,,PPU_KC,PPU_KC,,,,,,,,,PP690,,,,,PPU_KC,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,350.859375,220.547180745205
6288,Krewstown Creek,Philadelphia,,Pennypack Creek,,,PPU_KC,PPU_KC,,,,,,,,,PP690,,,,,PPU_KC,Mary Ellen McCarty,2014/05/27 00:00:00+00, ,0,309.10546875,219.299808852405
6289,Three Springs Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_TSH,PPU_TSH,,,,,,,,,PP490,,,,,PPU_TSH,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,153.76171875,116.060083545289
6290,Three Springs Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_TSH,PPU_TSH,,Channelized,Both Banks Channelized,,,,,,PP490,,,,,PPU_TSH,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,16.33984375,17.3887906185435
6291,Three Springs Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_TSH,PPU_TSH,Bridged,Channelized,Both Banks Channelized,,,,,,PP490,,,,,PPU_TSH,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,10.7265625,13.2778159984863
6292,Three Springs Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_TSH,PPU_TSH,,Channelized,Both Banks Channelized,,,,,,PP490,,,,,PPU_TSH,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,21.41015625,20.9499492219704
6293,Three Springs Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_TSH,PPU_TSH,,,,,,,,,PP490,,,,,PPU_TSH,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,221.51953125,151.631517556727
6294,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS66,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,2804.30859375,267.637358566876
6295,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS66,,,,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,3443.8203125,317.922281722925
6296,Three Springs Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_TSH,PPU_TSH,,,,,,,,,PP490,,,,,PPU_TSH,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,420.5390625,288.966557314146
6297,Three Springs Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_TSH,PPU_TSH,,,,,,,,,PP490,,,,,PPU_TSH,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,425.3671875,289.325774730997
6298,Three Springs Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_TSH,PPU_TSH,,,,,,,,,PP490,,,,,PPU_TSH,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,467.546875,292.256386351103
6299,Three Springs Hollow Run,Philadelphia,,Pennypack Creek,,,PPU_TSH,PPU_TSH,,,,,,,,,PP490,,,,,PPU_TSH,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,418,288.472778225837
6300,"Three Springs Hollow Run, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_TSH01,PPU_TSH01,,,,,,,,,PP490,,,,,PPU_TSH01,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,304.23828125,189.582115983909
6301,"Three Springs Hollow Run, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_TSH01,PPU_TSH01,,,,,,,,,PP490,,,,,PPU_TSH01,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,255.0390625,190.980088905161
6302,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,,,,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,142.75390625,89.9923834102572
6303,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,Bridged,,,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,46.65625,31.5688515445185
6304,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,,Channelized,Both Banks Channelized,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,186.33984375,124.041476471456
6305,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,,,,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,695.98046875,227.579222562103
6306,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,Bridged,,,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,6.94140625,10.8184922101291
6307,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,,,,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,454.3671875,293.140946278196
6308,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,,Channelized,Both Banks Channelized,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,42.02734375,26.2466064377008
6309,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,Culverted,,,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,416.12890625,201.400957610644
6310,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,26.390625,23.2187443698033
6311,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,45.52734375,27.1384295980846
6312,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,,,,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,178.59375,83.9393539508342
6313,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,Culverted,,,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,53.21484375,32.3461773557074
6314,Tremont Creek,Philadelphia,,Pennypack Creek,,,PPU_TMTC,PPMS68,,,,,,,,,PP490,,,,,PPU_TMTC,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,1061.2265625,262.102331815802
6315,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS68,Bridged,,,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/06/23 00:00:00+00, ,0,136.93359375,69.5972037922659
6316,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS68,,,,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/06/23 00:00:00+00, ,0,1250.7421875,142.801311953098
6317,"Pennypack Creek, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_01,PPU_01,,,,,,,,,PP490,,,,,PPU_01,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,267.03125,236.100914993436
6318,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS68,,,,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,3634.8203125,312.287419699127
6319,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS67,PPMS68,,,,,,,,,PP490,,,,,PPMS67,Mary Ellen McCarty,2014/05/28 00:00:00+00, ,0,401.51953125,89.8521422727435
6320,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS68,,,,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,641.88671875,101.015728605857
6321,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS68,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,1212.40625,152.468558086855
6322,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS68,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,825.20703125,115.317772552247
6323,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS68,,,,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/05/29 00:00:00+00, ,0,1211.22265625,145.343768899878
6324,Benton Brook,Philadelphia,,Pennypack Creek,,,PPU_BB01,PPU_BB01,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPU_BB01,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,50.3203125,39.3524617254445
6325,Benton Brook,Philadelphia,,Pennypack Creek,,,PPU_BB01,PPU_BB01,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPU_BB01,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,17.5078125,17.0692294363297
6326,Benton Brook,Philadelphia,,Pennypack Creek,,,PPU_BB01,PPU_BB01,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPU_BB01,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,65.30078125,39.4776557660457
6327,Horrock's Creek,Philadelphia,,Pennypack Creek,,,PPU_HC01,PPU_HC01,Bridged,,,,,,,,PP490,,,,,PPU_HC01,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,20.89453125,18.3071404176708
6328,Horrock's Creek,Philadelphia,,Pennypack Creek,,,PPU_HC01,PPU_HC01,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPU_HC01,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,14.68359375,15.7579258688535
6329,Horrock's Creek,Philadelphia,,Pennypack Creek,,,PPU_HC01,PPU_HC01,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPU_HC01,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,34.4921875,28.2013122135569
6330,Horrock's Creek,Philadelphia,,Pennypack Creek,,,PPU_HC01,PPU_HC01,,,,,,,,,PP490,,,,,PPU_HC01,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,657.69140625,307.195363891566
6331,Horrock's Creek,Philadelphia,,Pennypack Creek,,,PPU_HC01,PPU_HC01,,,,,,,,,PP490,,,,,PPU_HC01,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,553.53515625,238.117839639469
6332,Benton Brook,Philadelphia,,Pennypack Creek,,,PPU_BB01,PPU_BB01,,,,,,,,,PP490,,,,,PPU_BB01,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,1891.3359375,386.066496869015
6333,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS72,Bridged,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,194.55078125,72.1178332432648
6334,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS72,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,2739.70703125,249.094196639458
6335,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS72,,Channelized,Both Banks Channelized,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,2200.85546875,197.631788756553
6336,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS72,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,1229.97265625,145.356127963963
6337,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS72,Bridged,,,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,2034.65234375,201.033170795859
6338,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS72,,,,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,1926.9609375,216.701429279353
6339,"Pennypack Creek, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_02,PPU_02,,Channelized,Both Banks Channelized,,,,,,PP490,,,,,PPU_02,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,68.8671875,36.1002380352942
6340,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS70,PPMS72,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPMS70,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,4315.9296875,406.270570198461
6341,"Pennypack Creek, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_02,PPU_02,,Channelized,All Sides Channelized,,,,,,PP490,,,,,PPU_02,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,34.28515625,35.1091531435337
6342,"Pennypack Creek, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_02,PPU_02,None,,,,,,,,PP490,,,,,PPU_02,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,261.08203125,205.95356292233
6343,"Pennypack Creek, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_02,PPU_02,None,,,,,,,,PP490,,,,,PPU_02,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,358.75,308.938829910978
6344,"Pennypack Creek, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_02,PPU_02,Culverted,,,,,,,,PP490,,,,,PPU_02,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,7.796875,11.3862543505913
6345,"Pennypack Creek, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_02,PPU_02,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPU_02,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,123.06640625,70.2173773440707
6346,"Pennypack Creek, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_02,PPU_02,,Channelized,Right Bank Channelized,,,,,,PP490,,,,,PPU_02,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,250.02734375,113.221771443206
6347,"Pennypack Creek, unnamed trib",Philadelphia,,Pennypack Creek,,,PPU_02,PPU_02,Culverted,,,,,,,,PP490,,,,,PPU_02,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,20.59375,21.365099451817
6348,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS73,PPMS72,,,,,,,,,PP490,,,,,PPMS73,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,3675.04296875,324.708882037848
6349,Pennypack Creek,Philadelphia,,Pennypack Creek,,,PPMS73,PPMS72,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPMS73,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,3767.8359375,357.067906613251
6350,Axe Factory Run,Philadelphia,,Pennypack Creek,,,PPU_AXF,PPU_AXF,,Channelized,Left Bank Channelized,,,,,,PP490,,,,,PPU_AXF,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,123.92578125,83.7345715193912
6351,Axe Factory Run,Philadelphia,,Pennypack Creek,,,PPU_AXF,PPU_AXF,,,,,,,,,PP490,,,,,PPU_AXF,Mary Ellen McCarty,2014/06/17 00:00:00+00, ,0,197.44921875,164.995765508097
